# Monthly wet deposition fluxes (ng/m2/d). Data provided by O. Travnikov, Global Mercury Assessment 2018
# SiteID,Lat,Lon,Month,Year,Concentration
SPV,48.5614,-58.5656,9,2015,0.121162E+02
SPV,48.5614,-58.5656,10,2015,0.157570E+02
SPV,48.5614,-58.5656,11,2015,0.146940E+02
SPV,48.5614,-58.5656,12,2015,0.819223E+01
SSL,38.6717,-100.9164,1,2015,0.593779E+01
SSL,38.6717,-100.9164,2,2015,0.376734E+01
SSL,38.6717,-100.9164,3,2015,0.327287E+01
SSL,38.6717,-100.9164,4,2015,0.416121E+02
SSL,38.6717,-100.9164,5,2015,0.725107E+02
SSL,38.6717,-100.9164,6,2015,0.326037E+02
SSL,38.6717,-100.9164,7,2015,0.919670E+02
SSL,38.6717,-100.9164,8,2015,0.512804E+02
SSL,38.6717,-100.9164,9,2015,0.909561E+01
SSL,38.6717,-100.9164,10,2015,0.875382E+01
SSL,38.6717,-100.9164,11,2015,0.160737E+02
SSL,38.6717,-100.9164,12,2015,0.150521E+01
SSN,38.889,-76.5558,1,2015,0.145108E+02
SSN,38.889,-76.5558,2,2015,0.842240E+01
SSN,38.889,-76.5558,3,2015,0.255738E+02
SSN,38.889,-76.5558,4,2015,0.203009E+02
SSN,38.889,-76.5558,5,2015,0.227910E+02
SSN,38.889,-76.5558,6,2015,0.435060E+02
SSN,38.889,-76.5558,7,2015,0.138999E+02
SSN,38.889,-76.5558,8,2015,0.917900E+01
SSN,38.889,-76.5558,9,2015,0.942781E+01
SSN,38.889,-76.5558,10,2015,0.756110E+01
SSN,38.889,-76.5558,11,2015,0.460685E+01
SSN,38.889,-76.5558,12,2015,0.138452E+02
STB,41.6582,-82.827,1,2015,0.204200E+01
STB,41.6582,-82.827,2,2015,0.200952E+01
STB,41.6582,-82.827,3,2015,0.294777E+01
STB,41.6582,-82.827,4,2015,0.420079E+02
STB,41.6582,-82.827,5,2015,0.273640E+02
STB,41.6582,-82.827,6,2015,0.453958E+02
STB,41.6582,-82.827,7,2015,0.166770E+02
STB,41.6582,-82.827,8,2015,0.364827E+02
STB,41.6582,-82.827,9,2015,0.294670E+02
STB,41.6582,-82.827,10,2015,0.386687E+01
STB,41.6582,-82.827,11,2015,0.320064E+01
STB,41.6582,-82.827,12,2015,0.113509E+02
STE,42.8292,-97.8541,1,2015,0.142165E+01
STE,42.8292,-97.8541,2,2015,0.593650E+00
STE,42.8292,-97.8541,3,2015,0.431564E+01
STE,42.8292,-97.8541,4,2015,0.186148E+02
STE,42.8292,-97.8541,5,2015,0.307950E+02
STE,42.8292,-97.8541,6,2015,0.395842E+02
STE,42.8292,-97.8541,7,2015,0.769158E+02
STE,42.8292,-97.8541,8,2015,0.179733E+02
STE,42.8292,-97.8541,9,2015,0.705440E+02
STE,42.8292,-97.8541,10,2015,0.610197E+01
STE,42.8292,-97.8541,11,2015,0.132230E+02
STE,42.8292,-97.8541,12,2015,0.363043E+01
STR,48.7753,-123.1281,1,2015,0.130019E+02
STR,48.7753,-123.1281,2,2015,0.114519E+02
STR,48.7753,-123.1281,3,2015,0.157945E+02
STR,48.7753,-123.1281,4,2015,0.497299E+01
STR,48.7753,-123.1281,5,2015,0.339397E+01
STR,48.7753,-123.1281,6,2015,0.387028E+01
STR,48.7753,-123.1281,7,2015,0.286413E+01
STR,48.7753,-123.1281,8,2015,0.331974E+02
STR,48.7753,-123.1281,9,2015,0.126704E+02
STR,48.7753,-123.1281,10,2015,0.955643E+01
STR,48.7753,-123.1281,11,2015,0.133320E+02
STR,48.7753,-123.1281,12,2015,0.114458E+02
STW,35.7508,-94.67,1,2015,0.201308E+01
STW,35.7508,-94.67,2,2015,0.104564E+02
STW,35.7508,-94.67,3,2015,0.254971E+02
STW,35.7508,-94.67,4,2015,0.370458E+02
STW,35.7508,-94.67,5,2015,0.140811E+03
STW,35.7508,-94.67,6,2015,0.515096E+02
STW,35.7508,-94.67,7,2015,0.688815E+02
STW,35.7508,-94.67,8,2015,0.712245E+02
STW,35.7508,-94.67,9,2015,0.226693E+02
STW,35.7508,-94.67,10,2015,0.177385E+02
STW,35.7508,-94.67,11,2015,0.461700E+02
STW,35.7508,-94.67,12,2015,0.633884E+02
SVN,33.245,-81.6505,1,2015,0.267526E+02
SVN,33.245,-81.6505,2,2015,0.163654E+02
SVN,33.245,-81.6505,3,2015,0.233715E+02
SVN,33.245,-81.6505,4,2015,0.403942E+02
SVN,33.245,-81.6505,5,2015,0.269608E+02
SVN,33.245,-81.6505,6,2015,0.604995E+02
SVN,33.245,-81.6505,7,2015,0.485018E+02
SVN,33.245,-81.6505,8,2015,0.353719E+02
SVN,33.245,-81.6505,9,2015,0.339502E+02
SVN,33.245,-81.6505,10,2015,0.285768E+02
SVN,33.245,-81.6505,11,2015,0.264547E+02
SVN,33.245,-81.6505,12,2015,0.280539E+02
TRL,46.0512,-89.6541,1,2015,0.469588E+01
TRL,46.0512,-89.6541,2,2015,0.684355E+01
TRL,46.0512,-89.6541,3,2015,0.403853E+01
TRL,46.0512,-89.6541,4,2015,0.329562E+02
TRL,46.0512,-89.6541,5,2015,0.194072E+02
TRL,46.0512,-89.6541,6,2015,0.680771E+02
TRL,46.0512,-89.6541,7,2015,0.309026E+02
TRL,46.0512,-89.6541,8,2015,0.139890E+02
TRL,46.0512,-89.6541,9,2015,0.338506E+02
TRL,46.0512,-89.6541,10,2015,0.877274E+01
TRL,46.0512,-89.6541,11,2015,0.178672E+02
TRL,46.0512,-89.6541,12,2015,0.893829E+01
UDH,44.5283,-72.8684,1,2015,0.720664E+01
UDH,44.5283,-72.8684,2,2015,0.115351E+02
UDH,44.5283,-72.8684,3,2015,0.942834E+01
UDH,44.5283,-72.8684,4,2015,0.213102E+02
UDH,44.5283,-72.8684,5,2015,0.263285E+02
UDH,44.5283,-72.8684,6,2015,0.377393E+02
UDH,44.5283,-72.8684,7,2015,0.247674E+02
UDH,44.5283,-72.8684,8,2015,0.899508E+01
UDH,44.5283,-72.8684,9,2015,0.125890E+02
UDH,44.5283,-72.8684,10,2015,0.185197E+02
UDH,44.5283,-72.8684,11,2015,0.714426E+01
UDH,44.5283,-72.8684,12,2015,0.133225E+02
URF,36.0672,-79.7344,1,2015,0.108445E+02
URF,36.0672,-79.7344,2,2015,0.817893E+01
URF,36.0672,-79.7344,3,2015,0.117511E+02
URF,36.0672,-79.7344,4,2015,0.298941E+02
URF,36.0672,-79.7344,5,2015,0.153299E+02
URF,36.0672,-79.7344,6,2015,0.503525E+02
URF,36.0672,-79.7344,7,2015,0.201889E+02
URF,36.0672,-79.7344,8,2015,0.220260E+02
URF,36.0672,-79.7344,9,2015,0.233340E+02
URF,36.0672,-79.7344,10,2015,0.168667E+02
URF,36.0672,-79.7344,11,2015,0.164580E+02
URF,36.0672,-79.7344,12,2015,0.270192E+02
VLF,40.1166,-75.8833,1,2015,0.140191E+02
VLF,40.1166,-75.8833,2,2015,0.624502E+01
VLF,40.1166,-75.8833,3,2015,0.199236E+02
VLF,40.1166,-75.8833,4,2015,0.161343E+02
VLF,40.1166,-75.8833,5,2015,0.280634E+02
VLF,40.1166,-75.8833,6,2015,0.531119E+02
VLF,40.1166,-75.8833,7,2015,0.345562E+02
VLF,40.1166,-75.8833,8,2015,0.149753E+02
VLF,40.1166,-75.8833,9,2015,0.178747E+02
VLF,40.1166,-75.8833,10,2015,0.118085E+02
VLF,40.1166,-75.8833,11,2015,0.957929E+01
VLF,40.1166,-75.8833,12,2015,0.898383E+01
WMW,34.2592,-78.4777,1,2015,0.192891E+02
WMW,34.2592,-78.4777,2,2015,0.131053E+02
WMW,34.2592,-78.4777,3,2015,0.114964E+02
WMW,34.2592,-78.4777,4,2015,0.198769E+02
WMW,34.2592,-78.4777,5,2015,0.151721E+02
WMW,34.2592,-78.4777,6,2015,0.101303E+03
WMW,34.2592,-78.4777,7,2015,0.484511E+02
WMW,34.2592,-78.4777,8,2015,0.298149E+02
WMW,34.2592,-78.4777,9,2015,0.116859E+02
WMW,34.2592,-78.4777,10,2015,0.277044E+02
WMW,34.2592,-78.4777,11,2015,0.146953E+02
WMW,34.2592,-78.4777,12,2015,0.164244E+02
